block	round	hides	s1	s3
15	1	[ 2 23 22 12 19  9]	3	9
15	2	[ 2 23 22 12 19  9]	4	23
15	3	[ 2 23 22 12 19  9]	22	9
15	4	[ 2 23 22 12 19  9]	11	23
15	5	[ 2 23 22 12 19  9]	5	23
15	6	[ 2 23 22 12 19  9]	3	22
15	7	[ 2 23 22 12 19  9]	8	19
15	8	[ 2 23 22 12 19  9]	10	22
15	9	[ 2 23 22 12 19  9]	11	22
15	10	[ 2 23 22 12 19  9]	21	12
16	1	[17 10 16 22  9  5]	14	16
16	2	[17 10 16 22  9  5]	1	22
16	3	[17 10 16 22  9  5]	8	9
16	4	[17 10 16 22  9  5]	14	9
16	5	[17 10 16 22  9  5]	20	9
16	6	[17 10 16 22  9  5]	1	10
16	7	[17 10 16 22  9  5]	6	16
16	8	[17 10 16 22  9  5]	11	17
16	9	[17 10 16 22  9  5]	23	9
16	10	[17 10 16 22  9  5]	20	22
17	1	[ 8  7 21 20  9 15]	2	9
17	2	[ 8  7 21 20  9 15]	6	7
17	3	[ 8  7 21 20  9 15]	7	21
17	4	[ 8  7 21 20  9 15]	0	9
17	5	[ 8  7 21 20  9 15]	12	7
17	6	[ 8  7 21 20  9 15]	21	8
17	7	[ 8  7 21 20  9 15]	9	21
17	8	[ 8  7 21 20  9 15]	21	15
17	9	[ 8  7 21 20  9 15]	16	9
17	10	[ 8  7 21 20  9 15]	15	7
18	1	[ 0  8 12 21 14 18]	19	12
18	2	[ 0  8 12 21 14 18]	2	14
18	3	[ 0  8 12 21 14 18]	11	14
18	4	[ 0  8 12 21 14 18]	23	18
18	5	[ 0  8 12 21 14 18]	22	0
18	6	[ 0  8 12 21 14 18]	11	12
18	7	[ 0  8 12 21 14 18]	14	12
18	8	[ 0  8 12 21 14 18]	15	14
18	9	[ 0  8 12 21 14 18]	7	21
18	10	[ 0  8 12 21 14 18]	24	8
19	1	[ 5 17  4  9 13 12]	11	12
19	2	[ 5 17  4  9 13 12]	3	5
19	3	[ 5 17  4  9 13 12]	4	9
19	4	[ 5 17  4  9 13 12]	5	4
19	5	[ 5 17  4  9 13 12]	18	9
19	6	[ 5 17  4  9 13 12]	8	9
19	7	[ 5 17  4  9 13 12]	10	5
19	8	[ 5 17  4  9 13 12]	21	5
19	9	[ 5 17  4  9 13 12]	14	13
19	10	[ 5 17  4  9 13 12]	20	12
20	1	[15 14 18  7 12  8]	16	18
20	2	[15 14 18  7 12  8]	3	14
20	3	[15 14 18  7 12  8]	1	15
20	4	[15 14 18  7 12  8]	21	12
20	5	[15 14 18  7 12  8]	16	18
20	6	[15 14 18  7 12  8]	15	18
20	7	[15 14 18  7 12  8]	4	12
20	8	[15 14 18  7 12  8]	22	7
20	9	[15 14 18  7 12  8]	5	15
20	10	[15 14 18  7 12  8]	17	12
21	1	[ 0 22 24 12  8 20]	17	0
21	2	[ 0 22 24 12  8 20]	10	12
21	3	[ 0 22 24 12  8 20]	22	8
21	4	[ 0 22 24 12  8 20]	11	22
21	5	[ 0 22 24 12  8 20]	14	12
21	6	[ 0 22 24 12  8 20]	7	24
21	7	[ 0 22 24 12  8 20]	5	20
21	8	[ 0 22 24 12  8 20]	8	0
21	9	[ 0 22 24 12  8 20]	22	24
21	10	[ 0 22 24 12  8 20]	12	8
22	1	[17 20 16 12  9  6]	11	6
22	2	[17 20 16 12  9  6]	5	9
22	3	[17 20 16 12  9  6]	3	9
22	4	[17 20 16 12  9  6]	4	17
22	5	[17 20 16 12  9  6]	16	17
22	6	[17 20 16 12  9  6]	20	12
22	7	[17 20 16 12  9  6]	14	17
22	8	[17 20 16 12  9  6]	10	17
22	9	[17 20 16 12  9  6]	23	20
22	10	[17 20 16 12  9  6]	2	9
23	1	[11  2  9 10  8 15]	4	10
23	2	[11  2  9 10  8 15]	2	15
23	3	[11  2  9 10  8 15]	5	15
23	4	[11  2  9 10  8 15]	12	11
23	5	[11  2  9 10  8 15]	6	15
23	6	[11  2  9 10  8 15]	6	15
23	7	[11  2  9 10  8 15]	10	8
23	8	[11  2  9 10  8 15]	14	8
23	9	[11  2  9 10  8 15]	2	9
23	10	[11  2  9 10  8 15]	16	8
24	1	[15  7 12  6  8  5]	2	12
24	2	[15  7 12  6  8  5]	23	12
24	3	[15  7 12  6  8  5]	15	12
24	4	[15  7 12  6  8  5]	12	7
24	5	[15  7 12  6  8  5]	18	6
24	6	[15  7 12  6  8  5]	13	6
24	7	[15  7 12  6  8  5]	23	5
24	8	[15  7 12  6  8  5]	8	12
24	9	[15  7 12  6  8  5]	20	5
24	10	[15  7 12  6  8  5]	19	15
25	1	[ 8  7 22  2  9 13]	13	8
25	2	[ 8  7 22  2  9 13]	0	7
25	3	[ 8  7 22  2  9 13]	20	9
25	4	[ 8  7 22  2  9 13]	19	22
25	5	[ 8  7 22  2  9 13]	2	13
25	6	[ 8  7 22  2  9 13]	13	8
25	7	[ 8  7 22  2  9 13]	21	13
25	8	[ 8  7 22  2  9 13]	14	13
25	9	[ 8  7 22  2  9 13]	4	9
25	10	[ 8  7 22  2  9 13]	7	8
26	1	[10 19  8  5  9 16]	20	10
26	2	[10 19  8  5  9 16]	18	9
26	3	[10 19  8  5  9 16]	22	9
26	4	[10 19  8  5  9 16]	3	19
26	5	[10 19  8  5  9 16]	21	5
26	6	[10 19  8  5  9 16]	0	16
26	7	[10 19  8  5  9 16]	19	9
26	8	[10 19  8  5  9 16]	17	8
26	9	[10 19  8  5  9 16]	12	19
26	10	[10 19  8  5  9 16]	4	10
27	1	[19 10 14 20  1 17]	8	14
27	2	[19 10 14 20  1 17]	21	20
27	3	[19 10 14 20  1 17]	24	1
27	4	[19 10 14 20  1 17]	6	10
27	5	[19 10 14 20  1 17]	14	10
27	6	[19 10 14 20  1 17]	19	20
27	7	[19 10 14 20  1 17]	19	10
27	8	[19 10 14 20  1 17]	8	19
27	9	[19 10 14 20  1 17]	0	17
27	10	[19 10 14 20  1 17]	10	14
28	1	[ 8 14 15  1 11 12]	1	15
28	2	[ 8 14 15  1 11 12]	11	8
28	3	[ 8 14 15  1 11 12]	3	14
28	4	[ 8 14 15  1 11 12]	10	1
28	5	[ 8 14 15  1 11 12]	9	12
28	6	[ 8 14 15  1 11 12]	21	14
28	7	[ 8 14 15  1 11 12]	3	11
28	8	[ 8 14 15  1 11 12]	4	1
28	9	[ 8 14 15  1 11 12]	14	15
28	10	[ 8 14 15  1 11 12]	6	11
29	1	[12 10 16  9  5 18]	21	9
29	2	[12 10 16  9  5 18]	3	16
29	3	[12 10 16  9  5 18]	22	16
29	4	[12 10 16  9  5 18]	16	9
29	5	[12 10 16  9  5 18]	6	9
29	6	[12 10 16  9  5 18]	7	9
29	7	[12 10 16  9  5 18]	0	18
29	8	[12 10 16  9  5 18]	0	18
29	9	[12 10 16  9  5 18]	21	12
29	10	[12 10 16  9  5 18]	21	12
30	1	[ 6 16 20 10 13 14]	23	13
30	2	[ 6 16 20 10 13 14]	15	10
30	3	[ 6 16 20 10 13 14]	13	10
30	4	[ 6 16 20 10 13 14]	0	10
30	5	[ 6 16 20 10 13 14]	21	20
30	6	[ 6 16 20 10 13 14]	0	10
30	7	[ 6 16 20 10 13 14]	0	10
30	8	[ 6 16 20 10 13 14]	0	10
30	9	[ 6 16 20 10 13 14]	7	16
30	10	[ 6 16 20 10 13 14]	18	10
31	1	[13 10  4 24  9 22]	9	13
31	2	[13 10  4 24  9 22]	7	4
31	3	[13 10  4 24  9 22]	24	4
31	4	[13 10  4 24  9 22]	22	9
31	5	[13 10  4 24  9 22]	2	22
31	6	[13 10  4 24  9 22]	9	4
31	7	[13 10  4 24  9 22]	12	10
31	8	[13 10  4 24  9 22]	6	9
31	9	[13 10  4 24  9 22]	11	24
31	10	[13 10  4 24  9 22]	1	13
32	1	[20  4 12 19 18  1]	23	12
32	2	[20  4 12 19 18  1]	14	4
32	3	[20  4 12 19 18  1]	12	4
32	4	[20  4 12 19 18  1]	20	19
32	5	[20  4 12 19 18  1]	21	1
32	6	[20  4 12 19 18  1]	20	4
32	7	[20  4 12 19 18  1]	1	18
32	8	[20  4 12 19 18  1]	8	18
32	9	[20  4 12 19 18  1]	17	12
32	10	[20  4 12 19 18  1]	17	18
33	1	[12  2 17 10 13  0]	17	0
33	2	[12  2 17 10 13  0]	12	17
33	3	[12  2 17 10 13  0]	13	12
33	4	[12  2 17 10 13  0]	23	13
33	5	[12  2 17 10 13  0]	8	13
33	6	[12  2 17 10 13  0]	19	13
33	7	[12  2 17 10 13  0]	9	0
33	8	[12  2 17 10 13  0]	24	10
33	9	[12  2 17 10 13  0]	16	17
33	10	[12  2 17 10 13  0]	14	17
34	1	[14  9 17 21  8  5]	17	14
34	2	[14  9 17 21  8  5]	16	9
34	3	[14  9 17 21  8  5]	2	8
34	4	[14  9 17 21  8  5]	5	9
34	5	[14  9 17 21  8  5]	11	8
34	6	[14  9 17 21  8  5]	24	14
34	7	[14  9 17 21  8  5]	22	14
34	8	[14  9 17 21  8  5]	17	8
34	9	[14  9 17 21  8  5]	20	9
34	10	[14  9 17 21  8  5]	5	9
35	1	[12 20  6 14 16 17]	4	14
35	2	[12 20  6 14 16 17]	3	12
35	3	[12 20  6 14 16 17]	14	20
35	4	[12 20  6 14 16 17]	17	16
35	5	[12 20  6 14 16 17]	1	16
35	6	[12 20  6 14 16 17]	21	20
35	7	[12 20  6 14 16 17]	2	12
35	8	[12 20  6 14 16 17]	23	17
35	9	[12 20  6 14 16 17]	1	17
35	10	[12 20  6 14 16 17]	4	16
36	1	[ 3 22  0 16 12 24]	16	0
36	2	[ 3 22  0 16 12 24]	17	0
36	3	[ 3 22  0 16 12 24]	2	12
36	4	[ 3 22  0 16 12 24]	16	0
36	5	[ 3 22  0 16 12 24]	21	24
36	6	[ 3 22  0 16 12 24]	0	3
36	7	[ 3 22  0 16 12 24]	5	22
36	8	[ 3 22  0 16 12 24]	23	3
36	9	[ 3 22  0 16 12 24]	5	3
36	10	[ 3 22  0 16 12 24]	2	0
37	1	[ 3 13  2 17  7 15]	15	7
37	2	[ 3 13  2 17  7 15]	2	15
37	3	[ 3 13  2 17  7 15]	10	7
37	4	[ 3 13  2 17  7 15]	2	7
37	5	[ 3 13  2 17  7 15]	15	17
37	6	[ 3 13  2 17  7 15]	21	15
37	7	[ 3 13  2 17  7 15]	21	3
37	8	[ 3 13  2 17  7 15]	23	2
37	9	[ 3 13  2 17  7 15]	11	15
37	10	[ 3 13  2 17  7 15]	13	2
38	1	[ 8  5 14 15  1  0]	18	15
38	2	[ 8  5 14 15  1  0]	2	1
38	3	[ 8  5 14 15  1  0]	23	5
38	4	[ 8  5 14 15  1  0]	10	14
38	5	[ 8  5 14 15  1  0]	12	15
38	6	[ 8  5 14 15  1  0]	3	14
38	7	[ 8  5 14 15  1  0]	1	5
38	8	[ 8  5 14 15  1  0]	21	1
38	9	[ 8  5 14 15  1  0]	21	15
38	10	[ 8  5 14 15  1  0]	11	15
39	1	[10 11 23 17  1  7]	5	1
39	2	[10 11 23 17  1  7]	2	1
39	3	[10 11 23 17  1  7]	8	23
39	4	[10 11 23 17  1  7]	5	10
39	5	[10 11 23 17  1  7]	7	1
39	6	[10 11 23 17  1  7]	7	17
39	7	[10 11 23 17  1  7]	23	1
39	8	[10 11 23 17  1  7]	7	17
39	9	[10 11 23 17  1  7]	6	11
39	10	[10 11 23 17  1  7]	8	7
40	1	[14  5 20 22 16  8]	23	5
40	2	[14  5 20 22 16  8]	19	16
40	3	[14  5 20 22 16  8]	23	22
40	4	[14  5 20 22 16  8]	11	22
40	5	[14  5 20 22 16  8]	23	16
40	6	[14  5 20 22 16  8]	10	22
40	7	[14  5 20 22 16  8]	7	8
40	8	[14  5 20 22 16  8]	18	20
40	9	[14  5 20 22 16  8]	9	8
40	10	[14  5 20 22 16  8]	9	16
41	1	[ 1  9 23 24 12  8]	13	9
41	2	[ 1  9 23 24 12  8]	11	1
41	3	[ 1  9 23 24 12  8]	12	23
41	4	[ 1  9 23 24 12  8]	12	8
41	5	[ 1  9 23 24 12  8]	13	8
41	6	[ 1  9 23 24 12  8]	6	8
41	7	[ 1  9 23 24 12  8]	10	24
41	8	[ 1  9 23 24 12  8]	18	9
41	9	[ 1  9 23 24 12  8]	19	23
41	10	[ 1  9 23 24 12  8]	6	24
42	1	[ 9  8  1 16  2  4]	14	8
42	2	[ 9  8  1 16  2  4]	17	1
42	3	[ 9  8  1 16  2  4]	2	4
42	4	[ 9  8  1 16  2  4]	23	8
42	5	[ 9  8  1 16  2  4]	24	16
42	6	[ 9  8  1 16  2  4]	16	8
42	7	[ 9  8  1 16  2  4]	3	16
42	8	[ 9  8  1 16  2  4]	2	1
42	9	[ 9  8  1 16  2  4]	20	16
42	10	[ 9  8  1 16  2  4]	14	9
43	1	[ 4 11  9 16 19 21]	11	19
43	2	[ 4 11  9 16 19 21]	9	4
43	3	[ 4 11  9 16 19 21]	3	4
43	4	[ 4 11  9 16 19 21]	18	19
43	5	[ 4 11  9 16 19 21]	8	19
43	6	[ 4 11  9 16 19 21]	5	16
43	7	[ 4 11  9 16 19 21]	13	9
43	8	[ 4 11  9 16 19 21]	15	9
43	9	[ 4 11  9 16 19 21]	3	11
43	10	[ 4 11  9 16 19 21]	0	9
44	1	[12  2  3 23 19 20]	14	23
44	2	[12  2  3 23 19 20]	5	3
44	3	[12  2  3 23 19 20]	5	20
44	4	[12  2  3 23 19 20]	1	12
44	5	[12  2  3 23 19 20]	6	3
44	6	[12  2  3 23 19 20]	14	19
44	7	[12  2  3 23 19 20]	17	19
44	8	[12  2  3 23 19 20]	4	2
44	9	[12  2  3 23 19 20]	6	12
44	10	[12  2  3 23 19 20]	5	23
45	1	[23 13 10 21  7  8]	4	23
45	2	[23 13 10 21  7  8]	13	7
45	3	[23 13 10 21  7  8]	18	23
45	4	[23 13 10 21  7  8]	7	21
45	5	[23 13 10 21  7  8]	1	10
45	6	[23 13 10 21  7  8]	4	21
45	7	[23 13 10 21  7  8]	20	21
45	8	[23 13 10 21  7  8]	16	10
45	9	[23 13 10 21  7  8]	6	8
45	10	[23 13 10 21  7  8]	23	8
46	1	[12  9  2 15  8 21]	15	8
46	2	[12  9  2 15  8 21]	0	21
46	3	[12  9  2 15  8 21]	24	12
46	4	[12  9  2 15  8 21]	17	9
46	5	[12  9  2 15  8 21]	9	2
46	6	[12  9  2 15  8 21]	10	15
46	7	[12  9  2 15  8 21]	9	15
46	8	[12  9  2 15  8 21]	10	15
46	9	[12  9  2 15  8 21]	3	2
46	10	[12  9  2 15  8 21]	1	9
47	1	[19 23 14  3  0 13]	1	19
47	2	[19 23 14  3  0 13]	18	3
47	3	[19 23 14  3  0 13]	3	14
47	4	[19 23 14  3  0 13]	1	19
47	5	[19 23 14  3  0 13]	22	3
47	6	[19 23 14  3  0 13]	17	3
47	7	[19 23 14  3  0 13]	20	3
47	8	[19 23 14  3  0 13]	24	3
47	9	[19 23 14  3  0 13]	19	0
47	10	[19 23 14  3  0 13]	22	3
48	1	[ 2  7 22 17 24 12]	6	24
48	2	[ 2  7 22 17 24 12]	12	7
48	3	[ 2  7 22 17 24 12]	5	17
48	4	[ 2  7 22 17 24 12]	23	12
48	5	[ 2  7 22 17 24 12]	11	2
48	6	[ 2  7 22 17 24 12]	14	12
48	7	[ 2  7 22 17 24 12]	11	7
48	8	[ 2  7 22 17 24 12]	6	17
48	9	[ 2  7 22 17 24 12]	23	2
48	10	[ 2  7 22 17 24 12]	21	22
49	1	[10 23  1 15 12 20]	12	1
49	2	[10 23  1 15 12 20]	4	15
49	3	[10 23  1 15 12 20]	18	1
49	4	[10 23  1 15 12 20]	18	12
49	5	[10 23  1 15 12 20]	3	12
49	6	[10 23  1 15 12 20]	15	1
49	7	[10 23  1 15 12 20]	14	1
49	8	[10 23  1 15 12 20]	18	20
49	9	[10 23  1 15 12 20]	17	12
49	10	[10 23  1 15 12 20]	1	12
50	1	[12 18 24  5  4  6]	13	6
50	2	[12 18 24  5  4  6]	5	6
50	3	[12 18 24  5  4  6]	0	12
50	4	[12 18 24  5  4  6]	9	4
50	5	[12 18 24  5  4  6]	19	6
50	6	[12 18 24  5  4  6]	8	4
50	7	[12 18 24  5  4  6]	7	4
50	8	[12 18 24  5  4  6]	7	12
50	9	[12 18 24  5  4  6]	10	5
50	10	[12 18 24  5  4  6]	0	24
51	1	[11 18  7  8 12  3]	8	3
51	2	[11 18  7  8 12  3]	23	12
51	3	[11 18  7  8 12  3]	18	11
51	4	[11 18  7  8 12  3]	17	12
51	5	[11 18  7  8 12  3]	12	11
51	6	[11 18  7  8 12  3]	2	8
51	7	[11 18  7  8 12  3]	2	12
51	8	[11 18  7  8 12  3]	23	8
51	9	[11 18  7  8 12  3]	23	3
51	10	[11 18  7  8 12  3]	9	11
52	1	[14 15  1  4  2 22]	13	4
52	2	[14 15  1  4  2 22]	18	4
52	3	[14 15  1  4  2 22]	23	22
52	4	[14 15  1  4  2 22]	2	1
52	5	[14 15  1  4  2 22]	1	22
52	6	[14 15  1  4  2 22]	24	4
52	7	[14 15  1  4  2 22]	4	22
52	8	[14 15  1  4  2 22]	13	2
52	9	[14 15  1  4  2 22]	16	14
52	10	[14 15  1  4  2 22]	7	2
53	1	[10 18 23 22  5  8]	18	5
53	2	[10 18 23 22  5  8]	11	23
53	3	[10 18 23 22  5  8]	23	8
53	4	[10 18 23 22  5  8]	13	8
53	5	[10 18 23 22  5  8]	0	5
53	6	[10 18 23 22  5  8]	4	10
53	7	[10 18 23 22  5  8]	0	23
53	8	[10 18 23 22  5  8]	15	10
53	9	[10 18 23 22  5  8]	11	18
53	10	[10 18 23 22  5  8]	20	5
54	1	[ 1 24  7  4  5 22]	4	22
54	2	[ 1 24  7  4  5 22]	21	7
54	3	[ 1 24  7  4  5 22]	5	7
54	4	[ 1 24  7  4  5 22]	9	1
54	5	[ 1 24  7  4  5 22]	23	5
54	6	[ 1 24  7  4  5 22]	20	5
54	7	[ 1 24  7  4  5 22]	8	4
54	8	[ 1 24  7  4  5 22]	18	5
54	9	[ 1 24  7  4  5 22]	14	24
54	10	[ 1 24  7  4  5 22]	12	1
55	1	[16 12  1 17 23 19]	17	1
55	2	[16 12  1 17 23 19]	16	23
55	3	[16 12  1 17 23 19]	18	1
55	4	[16 12  1 17 23 19]	19	17
55	5	[16 12  1 17 23 19]	11	1
55	6	[16 12  1 17 23 19]	11	12
55	7	[16 12  1 17 23 19]	3	1
55	8	[16 12  1 17 23 19]	21	19
55	9	[16 12  1 17 23 19]	0	19
55	10	[16 12  1 17 23 19]	6	1
56	1	[ 1 11  6 23 24 19]	17	23
56	2	[ 1 11  6 23 24 19]	10	23
56	3	[ 1 11  6 23 24 19]	4	23
56	4	[ 1 11  6 23 24 19]	3	24
56	5	[ 1 11  6 23 24 19]	24	23
56	6	[ 1 11  6 23 24 19]	19	24
56	7	[ 1 11  6 23 24 19]	11	23
56	8	[ 1 11  6 23 24 19]	18	24
56	9	[ 1 11  6 23 24 19]	6	19
56	10	[ 1 11  6 23 24 19]	23	1
57	1	[ 6  1 17  8 24  2]	15	17
57	2	[ 6  1 17  8 24  2]	24	8
57	3	[ 6  1 17  8 24  2]	17	6
57	4	[ 6  1 17  8 24  2]	16	1
57	5	[ 6  1 17  8 24  2]	8	1
57	6	[ 6  1 17  8 24  2]	8	17
57	7	[ 6  1 17  8 24  2]	20	8
57	8	[ 6  1 17  8 24  2]	23	2
57	9	[ 6  1 17  8 24  2]	4	2
57	10	[ 6  1 17  8 24  2]	21	24
58	1	[19 16  4  8 11 13]	19	11
58	2	[19 16  4  8 11 13]	2	4
58	3	[19 16  4  8 11 13]	3	11
58	4	[19 16  4  8 11 13]	24	19
58	5	[19 16  4  8 11 13]	11	19
58	6	[19 16  4  8 11 13]	23	19
58	7	[19 16  4  8 11 13]	1	8
58	8	[19 16  4  8 11 13]	4	16
58	9	[19 16  4  8 11 13]	19	4
58	10	[19 16  4  8 11 13]	23	16
59	1	[22 23 12 20 11 15]	2	12
59	2	[22 23 12 20 11 15]	19	20
59	3	[22 23 12 20 11 15]	22	23
59	4	[22 23 12 20 11 15]	13	23
59	5	[22 23 12 20 11 15]	15	12
59	6	[22 23 12 20 11 15]	3	11
59	7	[22 23 12 20 11 15]	1	23
59	8	[22 23 12 20 11 15]	22	15
59	9	[22 23 12 20 11 15]	5	11
59	10	[22 23 12 20 11 15]	24	11
60	1	[22 17 15 12  5  3]	18	15
60	2	[22 17 15 12  5  3]	3	17
60	3	[22 17 15 12  5  3]	4	22
60	4	[22 17 15 12  5  3]	18	12
60	5	[22 17 15 12  5  3]	23	5
60	6	[22 17 15 12  5  3]	18	3
60	7	[22 17 15 12  5  3]	5	17
60	8	[22 17 15 12  5  3]	3	15
60	9	[22 17 15 12  5  3]	5	12
60	10	[22 17 15 12  5  3]	19	12
61	1	[20 13  5 24 19  3]	8	3
61	2	[20 13  5 24 19  3]	15	19
61	3	[20 13  5 24 19  3]	4	19
61	4	[20 13  5 24 19  3]	12	5
61	5	[20 13  5 24 19  3]	21	24
61	6	[20 13  5 24 19  3]	15	24
61	7	[20 13  5 24 19  3]	16	5
