block	round	hides	s1	s3
50	1	[10  8 16 15 24 13]	7	24
50	2	[10  8 16 15 24 13]	21	15
50	3	[10  8 16 15 24 13]	18	8
50	4	[10  8 16 15 24 13]	4	8
50	5	[10  8 16 15 24 13]	4	24
50	6	[10  8 16 15 24 13]	19	24
50	7	[10  8 16 15 24 13]	22	8
50	8	[10  8 16 15 24 13]	10	24
50	9	[10  8 16 15 24 13]	19	10
50	10	[10  8 16 15 24 13]	5	8
51	1	[11  9  6 21  2 23]	13	2
51	2	[11  9  6 21  2 23]	12	11
51	3	[11  9  6 21  2 23]	1	11
51	4	[11  9  6 21  2 23]	11	21
51	5	[11  9  6 21  2 23]	20	2
51	6	[11  9  6 21  2 23]	3	9
51	7	[11  9  6 21  2 23]	4	6
51	8	[11  9  6 21  2 23]	22	23
51	9	[11  9  6 21  2 23]	1	2
51	10	[11  9  6 21  2 23]	5	23
52	1	[17 19  9  0  4 13]	9	13
52	2	[17 19  9  0  4 13]	16	9
52	3	[17 19  9  0  4 13]	12	9
52	4	[17 19  9  0  4 13]	0	4
52	5	[17 19  9  0  4 13]	24	17
52	6	[17 19  9  0  4 13]	18	17
52	7	[17 19  9  0  4 13]	4	19
52	8	[17 19  9  0  4 13]	8	17
52	9	[17 19  9  0  4 13]	11	4
52	10	[17 19  9  0  4 13]	5	17
53	1	[ 7 21 16 17 10 20]	3	17
53	2	[ 7 21 16 17 10 20]	15	20
53	3	[ 7 21 16 17 10 20]	5	7
53	4	[ 7 21 16 17 10 20]	3	17
53	5	[ 7 21 16 17 10 20]	17	7
53	6	[ 7 21 16 17 10 20]	23	16
53	7	[ 7 21 16 17 10 20]	18	16
53	8	[ 7 21 16 17 10 20]	15	7
53	9	[ 7 21 16 17 10 20]	19	7
53	10	[ 7 21 16 17 10 20]	9	17
54	1	[ 5  1 24  8 21 19]	19	24
54	2	[ 5  1 24  8 21 19]	15	5
54	3	[ 5  1 24  8 21 19]	22	8
54	4	[ 5  1 24  8 21 19]	15	19
54	5	[ 5  1 24  8 21 19]	1	8
54	6	[ 5  1 24  8 21 19]	3	21
54	7	[ 5  1 24  8 21 19]	2	5
54	8	[ 5  1 24  8 21 19]	6	24
54	9	[ 5  1 24  8 21 19]	8	1
54	10	[ 5  1 24  8 21 19]	7	21
55	1	[ 6 19  4 13 22 15]	10	19
55	2	[ 6 19  4 13 22 15]	6	15
55	3	[ 6 19  4 13 22 15]	17	6
55	4	[ 6 19  4 13 22 15]	2	4
55	5	[ 6 19  4 13 22 15]	22	13
55	6	[ 6 19  4 13 22 15]	19	22
55	7	[ 6 19  4 13 22 15]	19	15
55	8	[ 6 19  4 13 22 15]	1	19
55	9	[ 6 19  4 13 22 15]	2	6
55	10	[ 6 19  4 13 22 15]	9	19
56	1	[23 22 20 13 18 12]	17	12
56	2	[23 22 20 13 18 12]	9	20
56	3	[23 22 20 13 18 12]	7	18
56	4	[23 22 20 13 18 12]	4	20
56	5	[23 22 20 13 18 12]	21	13
56	6	[23 22 20 13 18 12]	23	20
56	7	[23 22 20 13 18 12]	4	20
56	8	[23 22 20 13 18 12]	5	13
56	9	[23 22 20 13 18 12]	5	12
56	10	[23 22 20 13 18 12]	1	20
57	1	[13 24  3 12 19 15]	16	13
57	2	[13 24  3 12 19 15]	17	3
57	3	[13 24  3 12 19 15]	2	19
57	4	[13 24  3 12 19 15]	8	24
57	5	[13 24  3 12 19 15]	20	13
57	6	[13 24  3 12 19 15]	21	19
57	7	[13 24  3 12 19 15]	21	24
57	8	[13 24  3 12 19 15]	3	19
57	9	[13 24  3 12 19 15]	11	24
57	10	[13 24  3 12 19 15]	12	13
58	1	[ 1 23  7 19 15  5]	12	5
58	2	[ 1 23  7 19 15  5]	8	15
58	3	[ 1 23  7 19 15  5]	16	1
58	4	[ 1 23  7 19 15  5]	12	23
58	5	[ 1 23  7 19 15  5]	10	1
58	6	[ 1 23  7 19 15  5]	16	15
58	7	[ 1 23  7 19 15  5]	10	7
58	8	[ 1 23  7 19 15  5]	14	7
58	9	[ 1 23  7 19 15  5]	12	19
58	10	[ 1 23  7 19 15  5]	3	23
59	1	[20 17 11 23  3  8]	6	8
59	2	[20 17 11 23  3  8]	24	3
59	3	[20 17 11 23  3  8]	11	8
59	4	[20 17 11 23  3  8]	19	20
59	5	[20 17 11 23  3  8]	12	3
59	6	[20 17 11 23  3  8]	3	11
59	7	[20 17 11 23  3  8]	21	20
59	8	[20 17 11 23  3  8]	2	8
59	9	[20 17 11 23  3  8]	19	8
59	10	[20 17 11 23  3  8]	3	11
60	1	[ 1 15 21  5 11 18]	14	21
60	2	[ 1 15 21  5 11 18]	3	5
60	3	[ 1 15 21  5 11 18]	9	15
60	4	[ 1 15 21  5 11 18]	16	11
60	5	[ 1 15 21  5 11 18]	18	15
60	6	[ 1 15 21  5 11 18]	22	21
60	7	[ 1 15 21  5 11 18]	1	5
60	8	[ 1 15 21  5 11 18]	24	11
60	9	[ 1 15 21  5 11 18]	2	21
60	10	[ 1 15 21  5 11 18]	9	11
61	1	[21 19 18  6 22 23]	2	23
61	2	[21 19 18  6 22 23]	3	21
61	3	[21 19 18  6 22 23]	15	6
61	4	[21 19 18  6 22 23]	6	18
61	5	[21 19 18  6 22 23]	16	23
61	6	[21 19 18  6 22 23]	5	23
61	7	[21 19 18  6 22 23]	24	21
